userid,bin,app_event_count,unique_apps_count,app_usage_entropy,music_play_count,headset_plug_count,notif_posted_count,notif_unique_packages,notif_entropy,airplane_on_count,battery_charge_on_count,battery_level_mean,doze_on_count,ring_mode_normal_count,ring_mode_silent_count,ring_mode_vibrate_count,screen_on_count,touch_count,user_present_count,motion_invehicle_count,motion_onbicycle_count,motion_onfoot_count,motion_still_count,motion_unknown_count,motion_walking_count,motion_tilting_count,step_count,A6a
4,2020-11-18 18:30:00,26.0,1.0,-1.000088900581841e-12,0.0,0.0,10.0,2.0,0.6730116670072565,0.0,0.0,70.14285714285714,0.0,0.0,0.0,0.0,158.0,18.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 19:00:00,30.0,1.0,-1.000088900581841e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2
4,2020-11-18 19:30:00,30.0,2.0,0.3926744672255522,0.0,0.0,10.0,3.0,1.054920167983144,0.0,0.0,67.66666666666667,0.0,0.0,0.0,0.0,160.0,56.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2
4,2020-11-18 20:00:00,32.0,2.0,0.2337916587044593,0.0,0.0,10.0,3.0,0.9502705392302344,0.0,0.0,66.66666666666667,0.0,0.0,0.0,0.0,236.0,74.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3
4,2020-11-18 20:30:00,192.0,3.0,0.4126246591354569,0.0,0.0,16.0,5.0,1.4941751382843085,0.0,0.0,62.66666666666666,0.0,0.0,0.0,0.0,0.0,2518.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,3
4,2020-11-18 21:00:00,196.0,3.0,0.3134956279215408,0.0,0.0,28.0,2.0,0.2573186405418316,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,3514.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,3
4,2020-11-19 06:30:00,174.0,1.0,-1.000088900581841e-12,0.0,0.0,22.0,3.0,1.0361987848162837,0.0,0.0,99.96296296296296,0.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3
4,2020-11-19 07:00:00,74.0,2.0,0.3960330896216365,0.0,0.0,40.0,3.0,0.6390318596471769,0.0,0.0,100.0,0.0,0.0,0.0,0.0,376.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,3
4,2020-11-19 07:30:00,318.0,7.0,1.1171600120294625,0.0,0.0,92.0,6.0,1.5800548880923395,0.0,0.0,100.0,0.0,0.0,0.0,0.0,562.0,3724.0,76.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,0.0,3
4,2020-11-19 08:00:00,188.0,6.0,1.3603090157371485,0.0,0.0,42.0,4.0,0.684954761049158,0.0,0.0,99.2,0.0,0.0,0.0,0.0,286.0,3952.0,38.0,0.0,0.0,0.0,24.0,0.0,0.0,4.0,0.0,3
4,2020-11-19 08:30:00,18.0,1.0,-1.000088900581841e-12,0.0,0.0,4.0,1.0,-1.000088900581841e-12,0.0,0.0,97.0,0.0,0.0,0.0,0.0,94.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3
4,2020-11-19 09:00:00,28.0,1.0,-1.000088900581841e-12,0.0,0.0,6.0,2.0,0.6365141682928128,0.0,0.0,96.125,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3
4,2020-11-19 09:30:00,20.0,2.0,0.5004024235361879,0.0,0.0,10.0,2.0,0.6730116670072565,0.0,0.0,95.28571428571428,0.0,0.0,0.0,0.0,96.0,16.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3
4,2020-11-19 10:00:00,20.0,1.0,-1.000088900581841e-12,0.0,0.0,4.0,1.0,-1.000088900581841e-12,0.0,0.0,94.85714285714286,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3
